"","Club","Div","GK","F1","F2","M1","M2","M3","M4","D1","D2","D3","D4","B1","B2","B3","B4","B5","B6","B7","Overall","Goalkeeper","Attacking","Midfield","Defense","Bench","LGmeanOvr","LGmeanAtt","LGmeanDef","OvrvsMean","AttvsMean","DefvsMean","homeGF","awayGF","homeGA","awayGA","homeDiff","awayDiff","GF","GA","Diff","LGmeanGoals","GFvsMean","GAvsMean","year"
"208","Napoli","I1",83,85,84,85,81,80,79,83,82,80,79,83,79,79,79,78,78,77,81.9090909090909,83,84.5,81.25,81,79,77.6590909090909,78.5,77.1125,4.25,6,3.8875,2.31578947368421,2.63157894736842,1,1.05263157894737,1.31578947368421,1.57894736842105,2.47368421052632,1.02631578947368,1.44736842105263,1.47763157894737,0.996052631578948,0.451315789473684,"2017"
"209","Newcastle","E1",75,75,75,77,76,75,74,76,76,76,74,74,74,73,73,73,73,72,75.3636363636364,75,75,75.5,75.5,73.1428571428571,71.5871212121212,71.3541666666667,71.6145833333333,3.77651515151514,3.64583333333333,3.88541666666667,2.1304347826087,1.56521739130435,1,0.739130434782609,1.1304347826087,0.826086956521739,1.84782608695652,0.869565217391304,0.978260869565218,1.30525362318841,0.542572463768116,0.435688405797101,"2017"
"210","Newport County","E3",61,61,60,63,63,62,62,64,63,62,61,61,60,60,60,60,59,58,62,61,60.5,62.5,62.5,59.7142857142857,63.1666666666667,62.9375,63.2395833333333,-1.16666666666666,-2.4375,-0.739583333333336,1.1304347826087,1.08695652173913,1.52173913043478,1.65217391304348,-0.391304347826087,-0.565217391304348,1.10869565217391,1.58695652173913,-0.478260869565217,1.32699275362319,-0.218297101449275,-0.259963768115942,"2017"
"211","Nice","F1",77,81,80,80,79,78,77,81,79,78,77,77,76,76,74,74,74,72,78.8181818181818,77,80.5,78.5,78.75,74.7142857142857,76.1909090909091,76.575,75.4125,2.62727272727273,3.925,3.33750000000001,2.05263157894737,1.26315789473684,0.842105263157895,1.05263157894737,1.21052631578947,0.210526315789474,1.65789473684211,0.947368421052632,0.710526315789474,1.30789473684211,0.35,0.360526315789474,"2017"
"212","Nijmegen","N1",70,67,67,69,68,67,66,73,69,68,67,67,66,66,65,65,65,65,68.2727272727273,70,67,67.5,69.25,65.5714285714286,71.2020202020202,71.6666666666667,70.9722222222222,-2.92929292929294,-4.66666666666667,-1.72222222222223,1.23529411764706,0.647058823529412,1.52941176470588,1.94117647058824,-0.294117647058823,-1.29411764705882,0.941176470588235,1.73529411764706,-0.794117647058824,1.44444444444444,-0.503267973856209,-0.290849673202614,"2017"
"213","Nimes","F2",66,72,69,71,70,69,68,69,68,65,65,67,66,65,65,64,62,62,68.3636363636364,66,70.5,69.5,66.75,64.4285714285714,68.1545454545455,68.55,67.8875,0.209090909090904,1.95,-1.1375,1.26315789473684,1.78947368421053,0.842105263157895,1.26315789473684,0.421052631578947,0.526315789473684,1.52631578947368,1.05263157894737,0.473684210526316,1.24078947368421,0.285526315789474,0.188157894736842,"2017"
"214","Niort","F2",67,67,67,68,68,66,62,69,67,67,66,65,65,65,64,63,63,63,66.7272727272727,67,67,66,67.25,64,68.1545454545455,68.55,67.8875,-1.42727272727272,-1.55,-0.637500000000003,1.36842105263158,1,1.52631578947368,1.47368421052632,-0.157894736842105,-0.473684210526316,1.18421052631579,1.5,-0.315789473684211,1.24078947368421,-0.0565789473684211,-0.25921052631579,"2017"
"215","Northampton","E2",65,66,65,68,67,65,64,67,66,64,64,65,64,64,63,63,63,63,65.5454545454545,65,65.5,66,65.25,63.5714285714286,65.8068181818182,65.8333333333333,65.8125,-0.26136363636364,-0.333333333333329,-0.5625,1.52173913043478,1.08695652173913,1.26086956521739,1.91304347826087,0.260869565217391,-0.826086956521739,1.30434782608696,1.58695652173913,-0.282608695652174,1.28351449275362,0.0208333333333333,-0.303442028985507,"2017"
"216","Norwich","E1",73,74,73,76,75,74,74,76,75,74,74,74,74,73,73,72,72,71,74.3636363636364,73,73.5,74.75,74.75,72.7142857142857,71.5871212121212,71.3541666666667,71.6145833333333,2.77651515151514,2.14583333333333,3.13541666666667,2.39130434782609,1.30434782608696,0.956521739130435,2.04347826086957,1.43478260869565,-0.739130434782609,1.84782608695652,1.5,0.347826086956522,1.30525362318841,0.542572463768116,-0.194746376811594,"2017"
"217","Nott'm Forest","E1",70,74,72,72,70,69,69,71,71,70,70,70,70,70,70,69,68,68,70.7272727272727,70,73,70,70.5,69.2857142857143,71.5871212121212,71.3541666666667,71.6145833333333,-0.859848484848484,1.64583333333333,-1.11458333333333,1.82608695652174,0.869565217391304,1.30434782608696,1.82608695652174,0.521739130434782,-0.956521739130435,1.34782608695652,1.56521739130435,-0.217391304347826,1.30525362318841,0.042572463768116,-0.259963768115942,"2017"
"218","Notts County","E3",65,67,67,67,66,66,64,65,64,63,62,65,65,62,61,61,60,60,65.0909090909091,65,67,65.75,63.5,62,63.1666666666667,62.9375,63.2395833333333,1.92424242424243,4.0625,0.260416666666664,1.08695652173913,1.26086956521739,1.30434782608696,2,-0.217391304347826,-0.739130434782609,1.17391304347826,1.65217391304348,-0.478260869565218,1.32699275362319,-0.153079710144928,-0.32518115942029,"2017"
"219","Novara","I2",66,73,70,71,69,69,67,71,71,70,68,70,67,67,67,66,65,65,69.5454545454545,66,71.5,69,70,66.7142857142857,68.9917355371901,70.0681818181818,68.5227272727273,0.553719008264466,1.43181818181819,1.47727272727273,1.33333333333333,0.952380952380952,1,1.38095238095238,0.333333333333333,-0.428571428571429,1.14285714285714,1.19047619047619,-0.0476190476190477,1.10497835497835,0.0378787878787878,-0.0854978354978355,"2017"
"220","Numancia","SP2",72,72,70,70,70,70,70,72,69,68,68,69,69,68,67,67,67,66,70.0909090909091,72,71,70,69.25,67.5714285714286,70.8925619834711,70.5909090909091,70.5681818181818,-0.801652892561975,0.409090909090907,-1.31818181818181,0.904761904761905,1,0.904761904761905,1.42857142857143,0,-0.428571428571429,0.952380952380952,1.16666666666667,-0.214285714285714,1.12662337662338,-0.174242424242424,-0.0400432900432901,"2017"
"221","Nurnberg","D2",70,72,71,74,72,71,70,73,72,69,69,69,69,69,68,68,68,67,71.1818181818182,70,71.5,71.75,70.75,68.2857142857143,70.3131313131313,70.2222222222222,70.125,0.868686868686879,1.27777777777777,0.625,1.35294117647059,1.35294117647059,1.47058823529412,1.58823529411765,-0.117647058823529,-0.235294117647059,1.35294117647059,1.52941176470588,-0.176470588235294,1.24346405228758,0.109477124183007,-0.285947712418301,"2017"
"222","Oldham","E2",71,66,64,67,65,65,64,67,67,67,63,64,63,63,62,62,62,62,66,71,65,65.25,66,62.5714285714286,65.8068181818182,65.8333333333333,65.8125,0.193181818181813,-0.833333333333329,0.1875,0.826086956521739,0.521739130434783,0.782608695652174,1.1304347826087,0.0434782608695652,-0.608695652173913,0.673913043478261,0.956521739130435,-0.282608695652174,1.28351449275362,-0.609601449275362,0.326992753623188,"2017"
"223","Oostende","B1",77,71,71,73,73,72,72,72,71,70,70,73,72,72,70,70,69,69,72,77,71,72.5,70.75,70.7142857142857,71.2329545454545,71.34375,70.5,0.767045454545453,-0.34375,0.25,2,1.46666666666667,1.13333333333333,1.33333333333333,0.866666666666667,0.133333333333333,1.73333333333333,1.23333333333333,0.5,1.37083333333333,0.3625,0.1375,"2017"
"224","Orleans","F2",67,70,67,65,65,64,62,74,71,68,65,66,66,64,64,60,60,60,67.0909090909091,67,68.5,64,69.5,62.8571428571429,68.1545454545455,68.55,67.8875,-1.06363636363636,-0.0499999999999972,1.6125,1.31578947368421,0.842105263157895,0.894736842105263,1.94736842105263,0.421052631578947,-1.10526315789474,1.07894736842105,1.42105263157895,-0.342105263157895,1.24078947368421,-0.161842105263158,-0.180263157894737,"2017"
"225","Osasuna","SP1",80,76,74,77,74,73,73,75,75,74,73,73,72,72,72,72,72,72,74.9090909090909,80,75,74.25,74.25,72.1428571428571,79.2909090909091,80.05,78.6125,-4.38181818181819,-5.05,-4.3625,1.21052631578947,0.894736842105263,2.05263157894737,2.89473684210526,-0.842105263157895,-2,1.05263157894737,2.47368421052632,-1.42105263157895,1.47105263157895,-0.418421052631579,-1.00263157894737,"2017"
"226","Osmanlispor","T1",77,74,74,77,76,75,75,74,74,72,72,74,74,73,72,72,71,71,74.5454545454545,77,74,75.75,73,72.4285714285714,73.6414141414141,73.75,73.0138888888889,0.904040404040401,0.25,-0.0138888888888857,0.882352941176471,1.29411764705882,1.41176470588235,1.23529411764706,-0.529411764705882,0.0588235294117647,1.08823529411765,1.32352941176471,-0.235294117647059,1.35294117647059,-0.264705882352941,0.0294117647058822,"2017"
"227","Oviedo","SP2",70,74,71,74,73,72,71,72,71,70,70,70,70,69,69,69,68,68,71.6363636363636,70,72.5,72.5,70.75,69,70.8925619834711,70.5909090909091,70.5681818181818,0.743801652892571,1.90909090909091,0.181818181818187,1.33333333333333,0.904761904761905,0.571428571428571,1.66666666666667,0.761904761904762,-0.761904761904762,1.11904761904762,1.11904761904762,0,1.12662337662338,-0.00757575757575757,0.00757575757575757,"2017"
"228","Oxford","E2",66,67,67,68,68,67,66,67,66,66,65,66,65,65,64,63,63,62,66.6363636363636,66,67,67.25,66,64,65.8068181818182,65.8333333333333,65.8125,0.829545454545453,1.16666666666667,0.1875,1.43478260869565,1.39130434782609,1.17391304347826,1.08695652173913,0.260869565217391,0.304347826086957,1.41304347826087,1.1304347826087,0.282608695652174,1.28351449275362,0.129528985507246,0.153079710144927,"2017"
"229","Pacos Ferreira","P1",71,75,71,73,71,70,70,74,71,71,70,70,70,70,69,69,69,69,71.5454545454545,71,73,71,71.5,69.4285714285714,73.2323232323232,73.0833333333333,72.9027777777778,-1.68686868686869,-0.0833333333333286,-1.40277777777777,0.882352941176471,1,0.647058823529412,2,0.235294117647059,-1,0.941176470588235,1.32352941176471,-0.382352941176471,1.18954248366013,-0.248366013071895,-0.133986928104575,"2017"
"230","Palermo","I1",66,75,73,75,73,72,72,75,75,74,73,72,72,71,71,70,70,69,73,66,74,73,74.25,70.7142857142857,77.6590909090909,78.5,77.1125,-4.65909090909091,-4.5,-2.8625,0.684210526315789,1.05263157894737,1.57894736842105,2.47368421052632,-0.894736842105263,-1.42105263157895,0.868421052631579,2.02631578947368,-1.15789473684211,1.47763157894737,-0.609210526315789,-0.548684210526316,"2017"
"231","Paris SG","F1",82,86,86,86,85,83,83,89,83,82,80,83,82,82,81,81,80,79,84.0909090909091,82,86,84.25,83.5,81.1428571428571,76.1909090909091,76.575,75.4125,7.90000000000001,9.425,8.08750000000001,2.21052631578947,2.15789473684211,0.368421052631579,1.05263157894737,1.84210526315789,1.10526315789474,2.18421052631579,0.710526315789474,1.47368421052632,1.30789473684211,0.876315789473684,0.597368421052632,"2017"
"232","Partick","SC0",66,65,65,67,67,66,66,66,65,64,63,65,64,63,63,63,61,61,65.4545454545455,66,65,66.5,64.5,62.8571428571429,67.2651515151515,66.9583333333333,66.9166666666667,-1.81060606060606,-1.95833333333333,-2.41666666666667,1.05,0.944444444444444,1.6,1.22222222222222,-0.55,-0.277777777777778,0.997222222222222,1.41111111111111,-0.413888888888889,1.3781798245614,-0.380957602339181,-0.0329312865497078,"2017"
"233","Perugia","I2",70,67,66,71,71,71,67,70,70,69,65,69,65,64,64,64,64,64,68.8181818181818,70,66.5,70,68.5,64.8571428571429,68.9917355371901,70.0681818181818,68.5227272727273,-0.173553719008268,-3.56818181818181,-0.0227272727272663,1.28571428571429,1.28571428571429,0.857142857142857,1.04761904761905,0.428571428571429,0.238095238095238,1.28571428571429,0.952380952380952,0.333333333333333,1.10497835497835,0.180735930735931,0.152597402597403,"2017"
"234","Pescara","I1",75,75,73,74,73,72,72,75,74,72,72,71,71,70,70,70,69,69,73.3636363636364,75,74,72.75,73.25,70,77.6590909090909,78.5,77.1125,-4.29545454545455,-4.5,-3.8625,1,0.947368421052632,2,2.26315789473684,-1,-1.31578947368421,0.973684210526316,2.13157894736842,-1.15789473684211,1.47763157894737,-0.503947368421053,-0.653947368421053,"2017"
"235","Peterboro","E2",64,64,62,67,66,65,65,68,66,66,64,65,64,64,63,62,62,62,65.1818181818182,64,63,65.75,66,63.1428571428571,65.8068181818182,65.8333333333333,65.8125,-0.625,-2.83333333333333,0.1875,1.69565217391304,1,1.43478260869565,1.26086956521739,0.260869565217391,-0.260869565217391,1.34782608695652,1.34782608695652,0,1.28351449275362,0.0643115942028984,-0.0643115942028984,"2017"
"236","Pisa","I2",72,67,67,71,68,66,65,70,69,68,68,66,65,64,64,64,63,63,68.2727272727273,72,67,67.5,68.75,64.1428571428571,68.9917355371901,70.0681818181818,68.5227272727273,-0.719008264462815,-3.06818181818181,0.227272727272734,0.476190476190476,0.619047619047619,0.80952380952381,0.904761904761905,-0.333333333333333,-0.285714285714286,0.547619047619048,0.857142857142857,-0.30952380952381,1.10497835497835,-0.557359307359307,0.247835497835498,"2017"
"237","Plymouth","E3",66,64,62,68,64,64,63,64,64,63,63,63,63,62,62,62,62,61,64.0909090909091,66,63,64.75,63.5,62.1428571428571,63.1666666666667,62.9375,63.2395833333333,0.924242424242429,0.0625,0.260416666666664,1.78260869565217,1.30434782608696,1.26086956521739,0.739130434782609,0.521739130434782,0.565217391304348,1.54347826086957,1,0.543478260869565,1.32699275362319,0.216485507246377,0.326992753623188,"2017"
"238","Port Vale","E2",53,64,64,68,68,67,65,70,69,66,65,64,63,62,62,62,62,60,65.3636363636364,53,64,67,67.5,62.1428571428571,65.8068181818182,65.8333333333333,65.8125,-0.443181818181827,-1.83333333333333,1.6875,1.39130434782609,0.565217391304348,1.34782608695652,1.69565217391304,0.0434782608695652,-1.1304347826087,0.978260869565217,1.52173913043478,-0.543478260869565,1.28351449275362,-0.305253623188406,-0.238224637681159,"2017"
"239","Porto","P1",82,82,78,83,80,80,79,81,80,79,79,79,78,78,77,76,76,75,80.2727272727273,82,80,80.5,79.75,77,73.2323232323232,73.0833333333333,72.9027777777778,7.04040404040403,6.91666666666667,6.84722222222223,2.58823529411765,1.58823529411765,0.529411764705882,0.588235294117647,2.05882352941176,1,2.08823529411765,0.558823529411765,1.52941176470588,1.18954248366013,0.898692810457516,0.630718954248366,"2017"
"240","Portsmouth","E3",66,64,64,67,67,65,64,67,65,64,64,64,64,63,63,62,60,60,65.1818181818182,66,64,65.75,65,62.2857142857143,63.1666666666667,62.9375,63.2395833333333,2.01515151515152,1.0625,1.76041666666666,2.08695652173913,1.34782608695652,0.826086956521739,0.91304347826087,1.26086956521739,0.434782608695652,1.71739130434783,0.869565217391304,0.847826086956522,1.32699275362319,0.390398550724638,0.457427536231884,"2017"
"241","Preston","E1",70,70,69,75,71,70,69,73,72,70,68,69,69,68,68,68,67,67,70.6363636363636,70,69.5,71.25,70.75,68,71.5871212121212,71.3541666666667,71.6145833333333,-0.950757575757578,-1.85416666666667,-0.864583333333329,1.73913043478261,1.04347826086957,1.1304347826087,1.60869565217391,0.608695652173913,-0.565217391304348,1.39130434782609,1.3695652173913,0.0217391304347827,1.30525362318841,0.0860507246376812,-0.0643115942028984,"2017"
"242","Pro Vercelli","I2",65,73,67,74,69,65,64,65,65,64,64,66,66,64,63,63,63,62,66.8181818181818,65,70,68,64.5,63.8571428571429,68.9917355371901,70.0681818181818,68.5227272727273,-2.17355371900827,-0.068181818181813,-4.02272727272727,0.952380952380952,0.714285714285714,1,1.14285714285714,-0.0476190476190477,-0.428571428571428,0.833333333333333,1.07142857142857,-0.238095238095238,1.10497835497835,-0.271645021645022,0.0335497835497836,"2017"
"243","PSV Eindhoven","N1",79,77,76,80,78,77,76,80,77,76,75,75,75,75,74,74,73,73,77.3636363636364,79,76.5,77.75,77,74.1428571428571,71.2020202020202,71.6666666666667,70.9722222222222,6.16161616161615,4.83333333333333,6.02777777777777,2.05882352941176,1.94117647058824,0.529411764705882,0.823529411764706,1.52941176470588,1.11764705882353,2,0.676470588235294,1.32352941176471,1.44444444444444,0.555555555555556,0.76797385620915,"2017"
"244","QPR","E1",71,73,70,75,73,73,71,75,74,71,70,70,70,69,69,69,69,68,72.3636363636364,71,71.5,73,72.5,69.1428571428571,71.5871212121212,71.3541666666667,71.6145833333333,0.776515151515142,0.145833333333329,0.885416666666671,1.30434782608696,0.956521739130435,1.39130434782609,1.47826086956522,-0.0869565217391304,-0.521739130434782,1.1304347826087,1.43478260869565,-0.304347826086956,1.30525362318841,-0.17481884057971,-0.129528985507246,"2017"
"245","Rangers","SC0",71,70,70,73,71,67,67,72,70,70,68,69,69,68,67,67,67,66,69.9090909090909,71,70,69.5,70,67.5714285714286,67.2651515151515,66.9583333333333,66.9166666666667,2.64393939393939,3.04166666666667,3.08333333333333,1.63157894736842,1.31578947368421,0.947368421052632,1.36842105263158,0.684210526315789,-0.0526315789473684,1.47368421052632,1.15789473684211,0.315789473684211,1.3781798245614,0.0955043859649125,0.220285087719298,"2017"
"246","RB Leipzig","D1",74,78,74,80,79,76,75,77,75,74,74,73,72,72,72,70,70,70,76,74,76,77.5,75,71.2857142857143,78.2121212121212,78.0277777777778,77.7777777777778,-2.21212121212122,-2.02777777777777,-2.77777777777777,2.05882352941176,1.82352941176471,0.941176470588235,1.35294117647059,1.11764705882353,0.470588235294118,1.94117647058824,1.14705882352941,0.794117647058823,1.43300653594771,0.508169934640523,0.285947712418301,"2017"
"247","Reading","E1",71,73,71,72,71,70,70,75,74,72,71,70,70,70,70,68,68,68,71.8181818181818,71,72,70.75,73,69.1428571428571,71.5871212121212,71.3541666666667,71.6145833333333,0.231060606060595,0.645833333333329,1.38541666666667,1.52173913043478,1.43478260869565,0.695652173913043,2.08695652173913,0.826086956521739,-0.652173913043478,1.47826086956522,1.39130434782609,0.0869565217391304,1.30525362318841,0.173007246376812,-0.0860507246376812,"2017"
"248","Real Madrid","SP1",85,94,90,89,88,87,84,89,88,86,84,86,84,83,82,82,82,81,87.6363636363636,85,92,87,86.75,82.8571428571429,79.2909090909091,80.05,78.6125,8.34545454545454,11.95,8.1375,2.52631578947368,3.05263157894737,1.05263157894737,1.10526315789474,1.47368421052632,1.94736842105263,2.78947368421053,1.07894736842105,1.71052631578947,1.47105263157895,1.31842105263158,0.392105263157895,"2017"
"249","Red Star","F2",68,70,67,68,68,67,66,70,68,68,67,67,67,67,66,66,65,64,67.9090909090909,68,68.5,67.25,68.25,66,68.1545454545455,68.55,67.8875,-0.24545454545455,-0.0499999999999972,0.362499999999997,1.15789473684211,0.736842105263158,1.36842105263158,1.57894736842105,-0.210526315789474,-0.842105263157895,0.947368421052632,1.47368421052632,-0.526315789473684,1.24078947368421,-0.293421052631579,-0.232894736842105,"2017"
"250","Reims","F2",70,73,73,74,73,73,70,72,72,70,67,69,68,68,67,67,66,66,71.5454545454545,70,73,72.5,70.25,67.2857142857143,68.1545454545455,68.55,67.8875,3.39090909090909,4.45,2.3625,1.15789473684211,1.05263157894737,0.789473684210526,1.26315789473684,0.368421052631579,-0.210526315789474,1.10526315789474,1.02631578947368,0.0789473684210527,1.24078947368421,-0.135526315789474,0.214473684210526,"2017"
"251","Rennes","F1",82,76,73,79,76,76,75,78,76,75,75,74,74,73,71,70,70,70,76.4545454545455,82,74.5,76.5,76,71.7142857142857,76.1909090909091,76.575,75.4125,0.263636363636365,-2.075,0.587500000000006,1.36842105263158,0.526315789473684,0.789473684210526,1.42105263157895,0.578947368421053,-0.894736842105263,0.947368421052632,1.10526315789474,-0.157894736842105,1.30789473684211,-0.360526315789474,0.202631578947368,"2017"
"252","Reus Deportiu","SP2",72,71,69,71,71,70,70,70,70,70,69,69,69,69,69,69,69,68,70.2727272727273,72,70,70.5,69.75,68.8571428571429,70.8925619834711,70.5909090909091,70.5681818181818,-0.619834710743802,-0.590909090909093,-0.818181818181813,0.857142857142857,0.619047619047619,0.714285714285714,0.666666666666667,0.142857142857143,-0.0476190476190476,0.738095238095238,0.69047619047619,0.0476190476190477,1.12662337662338,-0.388528138528139,0.436147186147186,"2017"
