"","GameNum","X","Season","Date","Div","Country","League","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HomeOverall","HomeGoalkeeper","HomeAttacking","HomeMidfield","HomeDefense","HomeBench","AwayOverall","AwayGoalkeeper","AwayAttacking","AwayMidfield","AwayDefense","AwayBench","GoalDiff","TotalGoals"
"13483",13483,16878,"2016/2017","2017-04-23 00:00:00","D2","Germany","Bundesliga 2","Sandhausen","Karlsruhe",4,0,"H",NA,NA,NA,NA,69.4545454545455,70,69,69.5,69.5,66.5714285714286,69.4545454545455,69,69.5,70.75,68.25,66.8571428571429,4,4
"222",222,899,"2018/2019","2019-05-12 00:00:00","SC0","Scotland","Premier League","Rangers","Celtic",2,0,"H",11,3,5,1,72.7272727272727,75,74,71.75,72.5,70.8571428571429,75.2727272727273,74,75,76,75,72.5714285714286,2,2
"10285",10285,13069,"2017/2018","2017-11-27 00:00:00","I2","Italy","Serie B","Cesena","Brescia",1,0,"H",6,6,3,3,68.8181818181818,70,67.5,69.75,68.25,63.8571428571429,68,68,68,67.5,68.5,64.1428571428571,1,1
"16066",16066,20049,"2016/2017","2017-01-02 00:00:00","E2","England","League 1","Charlton","Bristol Rvs",4,1,"H",9,7,4,4,69.5454545454545,71,69,69.5,69.5,65.8571428571429,64.5454545454545,60,63.5,64.75,66,62,3,5
"15495",15495,19333,"2016/2017","2017-02-04 00:00:00","P1","Portugal","Liga I","Chaves","Boavista",0,0,"D",NA,NA,NA,NA,71.5454545454545,74,71.5,70.5,72,68.5714285714286,71.7272727272727,71,68,74.25,71.25,69.4285714285714,0,0
"1555",1555,2515,"2018/2019","2019-03-12 00:00:00","E1","England","Championship","Blackburn","Wigan",3,0,"H",18,11,9,1,70.5454545454545,70,71.5,71,69.75,67.8571428571429,70.5454545454545,70,72,70.75,69.75,69.4285714285714,3,3
"4588",4588,6209,"2018/2019","2018-10-27 00:00:00","SP1","Spain","La Liga Primera Division","Levante","Leganes",2,0,"H",9,21,4,6,76.5454545454545,75,80,77,74.75,75,75.3636363636364,76,75.5,76.25,74.25,74.5714285714286,2,2
"18548",18548,23019,"2016/2017","2016-09-16 00:00:00","P1","Portugal","Liga I","Nacional","Maritimo",2,0,"H",NA,NA,NA,NA,70.9090909090909,71,71.5,69.75,71.75,67.2857142857143,73.2727272727273,76,70.5,73.25,74,69,2,2
"724",724,1481,"2018/2019","2019-04-20 00:00:00","I1","Italy","Serie A","Udinese","Sassuolo",1,1,"D",10,6,5,2,74.9090909090909,74,77,75.75,73.25,74.2857142857143,76.2727272727273,82,77,76.5,74.25,72.8571428571429,0,2
"17594",17594,21891,"2016/2017","2016-10-22 00:00:00","SP1","Spain","La Liga Primera Division","Espanol","Eibar",3,3,"D",11,8,5,3,78.1818181818182,82,78.5,78.25,77,76.2857142857143,77.3636363636364,75,77.5,78.25,77,75.2857142857143,0,6
"13942",13942,17449,"2016/2017","2017-04-08 00:00:00","D1","Germany","Bundesliga 1","Freiburg","Mainz",1,0,"H",7,9,3,3,73.4545454545455,73,76,73,72.75,71.7142857142857,76.3636363636364,76,76,77.5,75.5,74.7142857142857,1,1
"3855",3855,5290,"2018/2019","2018-12-01 00:00:00","F1","France","Le Championnat","Lille","Lyon",2,2,"D",13,18,6,5,73.9090909090909,75,72.5,75.25,73,69.7142857142857,81.0909090909091,84,84.5,81,78.75,76.4285714285714,0,4
"16128",16128,20131,"2016/2017","2016-12-31 00:00:00","E3","England","League 2","Crewe","Accrington",0,1,"A",12,12,3,1,62.4545454545455,62,65.5,60.75,62.75,54.4285714285714,62,59,62.5,62.5,62,58.8571428571429,-1,1
"7614",7614,9833,"2017/2018","2018-03-30 00:00:00","E2","England","League 1","Northampton","Charlton",0,4,"A",5,20,1,11,65.0909090909091,64,65,65.5,65,63.8571428571429,67.9090909090909,68,66,68.25,68.5,63.5714285714286,-4,4
"7538",7538,9739,"2017/2018","2018-04-01 00:00:00","N1","Netherlands","Eredivisie","Groningen","Ajax",1,2,"A",13,11,5,4,71.3636363636364,76,70.5,71.75,70.25,67.7142857142857,77.0909090909091,78,77,78,76,75.2857142857143,-1,3
"9070",9070,11601,"2017/2018","2018-01-26 00:00:00","D1","Germany","Bundesliga 1","Ein Frankfurt","M'gladbach",2,0,"H",9,14,2,2,77.4545454545455,81,74.5,78.25,77.25,74.7142857142857,79.8181818181818,83,80,80.25,78.5,76.1428571428571,2,2
"11201",11201,14177,"2017/2018","2017-10-20 00:00:00","F2","France","Division 2","Le Havre","Chateauroux",1,1,"D",12,7,7,5,66.7272727272727,66,64,69.25,65.75,64.5714285714286,67.2727272727273,69,69.5,66.5,66.5,63.4285714285714,0,2
"6763",6763,8788,"2017/2018","2018-04-29 00:00:00","N1","Netherlands","Eredivisie","Ajax","AZ Alkmaar",3,0,"H",17,13,6,4,77.0909090909091,78,77,78,76,75.2857142857143,73.5454545454545,73,74,72.75,74.25,69.2857142857143,3,3
"547",547,1254,"2018/2019","2019-04-27 00:00:00","E3","England","League 2","Exeter","Oldham",1,0,"H",19,10,8,6,64.9090909090909,64,64.5,65.5,64.75,61.1428571428571,64,63,65.5,65,62.5,61,1,1
"19094",19094,23700,"2016/2017","2016-08-16 00:00:00","E3","England","League 2","Mansfield","Yeovil",1,0,"H",16,7,4,3,63.8181818181818,63,64,63.75,64,62.4285714285714,62.3636363636364,61,64,60.75,63.5,59.5714285714286,1,1
"18373",18373,22809,"2016/2017","2016-09-20 00:00:00","I2","Italy","Serie B","Trapani","Spezia",0,0,"D",NA,NA,NA,NA,67.4545454545455,67,66,69.5,66.25,64.1428571428571,70.0909090909091,71,72,70,69,66.7142857142857,0,0
"10584",10584,13434,"2017/2018","2017-11-18 00:00:00","E2","England","League 1","Plymouth","Oxford",0,4,"A",8,18,2,6,66.0909090909091,67,66.5,66.75,65,64,68.8181818181818,66,66.5,69,70.5,64.7142857142857,-4,4
"1956",1956,3013,"2018/2019","2019-02-24 00:00:00","N1","Netherlands","Eredivisie","Den Haag","Ajax",1,5,"A",10,17,1,11,71,69,74,70,71,67.8571428571429,80.3636363636364,80,82,80.5,79.5,75.8571428571429,-4,6
"4565",4565,6178,"2018/2019","2018-10-27 00:00:00","E3","England","League 2","Cheltenham","Stevenage",0,2,"A",10,9,3,3,63.2727272727273,63,64.5,62.5,63.5,60.1428571428571,62.3636363636364,60,63,62.25,62.75,58.2857142857143,-2,2
"16500",16500,20575,"2016/2017","2016-12-11 00:00:00","B1","Belgium","Jupiler League","Standard","Westerlo",3,1,"H",NA,NA,NA,NA,73.3636363636364,73,74,74,72.5,71.4285714285714,68.4545454545455,68,70,68.25,68,66.2857142857143,2,4
"14162",14162,17714,"2016/2017","2017-04-01 00:00:00","SC0","Scotland","Premier League","Hamilton","St Johnstone",1,0,"H",17,3,4,2,65.0909090909091,65,63.5,65.5,65.5,61,66.7272727272727,67,65.5,67.25,66.75,62.8571428571429,1,1
"9539",9539,12198,"2017/2018","2017-12-30 00:00:00","I1","Italy","Serie A","Bologna","Udinese",1,2,"A",12,7,3,4,76.1818181818182,80,77,76.25,74.75,73.5714285714286,75.1818181818182,75,74,76.25,74.75,73.7142857142857,-1,3
"11123",11123,14076,"2017/2018","2017-10-21 00:00:00","E3","England","League 2","Exeter","Port Vale",0,1,"A",8,11,1,8,64.1818181818182,63,64,64.5,64.25,60.5714285714286,63.3636363636364,62,64,62.75,64,60.8571428571429,-1,1
"311",311,995,"2018/2019","2019-05-05 00:00:00","E1","England","Championship","Wigan","Millwall",1,0,"H",15,10,4,3,70.5454545454545,70,72,70.75,69.75,69.4285714285714,70.3636363636364,70,69.5,70.5,70.75,68.2857142857143,1,1
"9055",9055,11584,"2017/2018","2018-01-27 00:00:00","D2","Germany","Bundesliga 2","Duisburg","Heidenheim",3,3,"D",20,10,5,3,67.9090909090909,68,67,69,67.25,66.2857142857143,69.7272727272727,69,71,69.5,69.5,66.5714285714286,0,6
"813",813,1588,"2018/2019","2019-04-19 00:00:00","E3","England","League 2","Northampton","Macclesfield",3,1,"H",16,7,9,4,63.3636363636364,58,64.5,64,63.5,61.7142857142857,61,61,60.5,60.75,61.5,59,2,4
"8882",8882,11374,"2017/2018","2018-02-03 00:00:00","D1","Germany","Bundesliga 1","Schalke 04","Werder Bremen",1,2,"A",15,12,6,7,79.8181818181818,84,78.5,80.25,79,75,76.0909090909091,74,74.5,77.75,75.75,72.8571428571429,-1,3
"12081",12081,15216,"2017/2018","2017-09-10 00:00:00","F1","France","Le Championnat","Lyon","Guingamp",2,1,"H",12,13,4,6,78.6363636363636,83,80.5,77.5,77.75,74.5714285714286,75.1818181818182,75,75.5,75.5,74.75,71.5714285714286,1,3
"12909",12909,16250,"2016/2017","2017-05-21 00:00:00","D2","Germany","Bundesliga 2","Fortuna Dusseldorf","Erzgebirge Aue",1,0,"H",NA,NA,NA,NA,70.2727272727273,75,69.5,69,70.75,68.4285714285714,67.4545454545455,70,68,67.75,66.25,65.8571428571429,1,1
"1669",1669,2666,"2018/2019","2019-03-09 00:00:00","E1","England","Championship","Blackburn","Preston",0,1,"A",20,6,5,3,70.5454545454545,70,71.5,71,69.75,67.8571428571429,71.5454545454545,70,72,72.75,70.5,69.1428571428571,-1,1
"2753",2753,3970,"2018/2019","2019-01-25 00:00:00","F2","France","Division 2","Grenoble","Ajaccio GFCO",1,1,"D",10,10,6,1,67.1818181818182,65,69.5,67,66.75,64.2857142857143,65.9090909090909,61,64,68.25,65.75,62.4285714285714,0,2
"17417",17417,21665,"2016/2017","2016-10-29 00:00:00","D1","Germany","Bundesliga 1","Augsburg","Bayern Munich",1,3,"A",7,16,3,8,76.7272727272727,80,77,76.75,75.75,73.7142857142857,87.7272727272727,92,88,86.5,87.75,81.1428571428571,-2,4
"2349",2349,3488,"2018/2019","2019-02-09 00:00:00","SP2","Spain","La Liga Segunda Division","Elche","Oviedo",1,2,"A",9,13,2,3,68.3636363636364,68,69,68.75,67.75,66.5714285714286,72.3636363636364,71,72.5,72.75,72.25,69.5714285714286,-1,3
"13972",13972,17481,"2016/2017","2017-04-06 00:00:00","SP1","Spain","La Liga Primera Division","Valencia","Celta",3,2,"H",15,12,10,3,79.9090909090909,82,82,78.25,80,77,79.2727272727273,77,81,79.5,78.75,76.7142857142857,1,5
"18217",18217,22625,"2016/2017","2016-09-24 00:00:00","SP1","Spain","La Liga Primera Division","Las Palmas","Real Madrid",2,2,"D",8,27,6,11,78.3636363636364,77,77.5,80.5,77,74.7142857142857,87.6363636363636,85,92,87,86.75,82.8571428571429,0,4
"832",832,1608,"2018/2019","2019-04-14 00:00:00","F1","France","Le Championnat","Montpellier","Toulouse",2,1,"H",16,6,5,2,76.6363636363636,81,76,75.5,77,71.5714285714286,74.7272727272727,78,76.5,75,72.75,72.5714285714286,1,3
"376",376,1070,"2018/2019","2019-05-04 00:00:00","E3","England","League 2","Stevenage","Cheltenham",2,0,"H",20,6,7,2,62.3636363636364,60,63,62.25,62.75,58.2857142857143,63.2727272727273,63,64.5,62.5,63.5,60.1428571428571,2,2
"3816",3816,5244,"2018/2019","2018-12-02 00:00:00","I1","Italy","Serie A","Sassuolo","Udinese",0,0,"D",17,3,3,1,76.2727272727273,82,77,76.5,74.25,72.8571428571429,74.9090909090909,74,77,75.75,73.25,74.2857142857143,0,0
"9680",9680,12382,"2017/2018","2017-12-23 00:00:00","E2","England","League 1","Charlton","Blackpool",1,1,"D",6,11,2,3,67.9090909090909,68,66,68.25,68.5,63.5714285714286,63.9090909090909,65,63,65,63,61.2857142857143,0,2
"17753",17753,22072,"2016/2017","2016-10-16 00:00:00","SP2","Spain","La Liga Segunda Division","Zaragoza","Elche",1,3,"A",NA,NA,NA,NA,71.6363636363636,70,71,72.75,71.25,68.7142857142857,70.5454545454545,70,70,71.75,69.75,68.4285714285714,-2,4
"2653",2653,3839,"2018/2019","2019-01-27 00:00:00","N1","Netherlands","Eredivisie","Feyenoord","Ajax",6,2,"H",20,15,9,7,75.8181818181818,75,78,75.75,75,71.8571428571429,80.3636363636364,80,82,80.5,79.5,75.8571428571429,4,8
"3242",3242,4584,"2018/2019","2018-12-26 00:00:00","E3","England","League 2","Carlisle","Oldham",6,0,"H",9,9,7,1,62.4545454545455,62,58.5,62.5,64.5,59.2857142857143,64,63,65.5,65,62.5,61,6,6
"11623",11623,14675,"2017/2018","2017-09-26 00:00:00","E1","England","Championship","Hull","Preston",1,2,"A",12,15,3,7,73.2727272727273,74,75.5,73.5,71.75,70.7142857142857,69.7272727272727,70,69.5,70.25,69.25,67.5714285714286,-1,3
"15632",15632,19495,"2016/2017","2017-01-28 00:00:00","E3","England","League 2","Notts County","Crawley Town",2,1,"H",22,8,8,2,65.0909090909091,65,67,65.75,63.5,62,63.8181818181818,61,65,65,62.75,60.4285714285714,1,3
"16158",16158,20167,"2016/2017","2016-12-30 00:00:00","E3","England","League 2","Cheltenham","Wycombe",0,1,"A",12,9,6,3,61,66,61,62,58.75,57.7142857142857,63.4545454545455,62,63,63.75,63.75,60,-1,1
"15098",15098,18880,"2016/2017","2017-02-18 00:00:00","E2","England","League 1","Walsall","Peterboro",2,0,"H",14,10,6,4,65.7272727272727,68,64,66.5,65.25,61.5714285714286,65.1818181818182,64,63,65.75,66,63.1428571428571,2,2
"365",365,1059,"2018/2019","2019-05-04 00:00:00","P1","Portugal","Liga I","Feirense","Chaves",4,4,"D",12,13,6,7,71.7272727272727,73,73.5,71.5,70.75,68.8571428571429,72.6363636363636,75,73.5,71.5,72.75,70.1428571428571,0,8
"13372",13372,16740,"2016/2017","2017-04-29 00:00:00","E3","England","League 2","Notts County","Blackpool",1,0,"H",14,13,9,2,65.0909090909091,65,67,65.75,63.5,62,63.3636363636364,62,63,63.75,63.5,61.4285714285714,1,1
"15613",15613,19472,"2016/2017","2017-01-29 00:00:00","SP2","Spain","La Liga Segunda Division","Almeria","Oviedo",3,0,"H",NA,NA,NA,NA,71.3636363636364,68,71,70.75,73,69,71.6363636363636,70,72.5,72.5,70.75,69,3,3
"10887",10887,13788,"2017/2018","2017-10-29 00:00:00","D2","Germany","Bundesliga 2","Heidenheim","Nurnberg",1,0,"H",15,14,5,5,69.7272727272727,69,71,69.5,69.5,66.5714285714286,70.7272727272727,69,69,71.75,71,68.1428571428571,1,1
"9195",9195,11738,"2017/2018","2018-01-20 00:00:00","E3","England","League 2","Barnet","Lincoln",1,1,"D",9,9,5,3,62.3636363636364,61,61,63,62.75,59,63,60,62,62,65.25,59.4285714285714,0,2
"3091",3091,4383,"2018/2019","2019-01-01 00:00:00","E1","England","Championship","Hull","Bolton",6,0,"H",20,5,10,0,70.7272727272727,71,71,71.5,69.75,68.2857142857143,69.9090909090909,67,70.5,70,70.25,68.5714285714286,6,6
"1710",1710,2711,"2018/2019","2019-03-09 00:00:00","E2","England","League 1","Walsall","Fleetwood Town",2,0,"H",7,5,3,1,66.4545454545455,66,65,67,66.75,64,67.0909090909091,65,66,69.5,65.75,63.8571428571429,2,2
"3116",3116,4410,"2018/2019","2019-01-01 00:00:00","E2","England","League 1","Shrewsbury","Fleetwood Town",0,0,"D",16,6,3,1,65.1818181818182,63,63,66.25,65.75,63,67.0909090909091,65,66,69.5,65.75,63.8571428571429,0,0
"512",512,1213,"2018/2019","2019-04-27 00:00:00","E2","England","League 1","Oxford","Doncaster",2,2,"D",18,13,10,3,66.6363636363636,67,66,68.5,65,64,65.3636363636364,63,66.5,66.25,64.5,63.5714285714286,0,4
"13588",13588,17005,"2016/2017","2017-04-22 00:00:00","D1","Germany","Bundesliga 1","Hertha","Wolfsburg",1,0,"H",14,10,5,2,78.4545454545455,81,77.5,78.75,78,75.4285714285714,79.4545454545455,79,77.5,80.5,79.5,77.4285714285714,1,1
"14571",14571,18245,"2016/2017","2017-03-11 00:00:00","SC0","Scotland","Premier League","Aberdeen","Motherwell",1,0,"H",14,6,6,0,68.6363636363636,69,66,71,67.5,64.2857142857143,64.6363636363636,63,67,66.25,62.25,60.7142857142857,1,1
"16417",16417,20488,"2016/2017","2016-12-17 00:00:00","F1","France","Le Championnat","Montpellier","Bordeaux",4,0,"H",22,12,8,3,75.3636363636364,75,74,76,75.5,70.7142857142857,76.4545454545455,81,77,77,74.5,73.8571428571429,4,4
"8372",8372,10760,"2017/2018","2018-02-23 00:00:00","F2","France","Division 2","Lens","Clermont",0,1,"A",8,18,5,11,70.6363636363636,73,72,70.75,69.25,67.2857142857143,66,69,64,66.5,65.75,63.4285714285714,-1,1
"7986",7986,10312,"2017/2018","2018-03-10 00:00:00","I2","Italy","Serie B","Perugia","Foggia",2,0,"H",8,22,3,6,68.8181818181818,69,71,69,67.5,65.4285714285714,67.4545454545455,68,68,67.5,67,64.2857142857143,2,2
"11211",11211,14187,"2017/2018","2017-10-17 00:00:00","E2","England","League 1","Southend","Peterboro",1,1,"D",19,18,6,7,67.0909090909091,62,66.5,67.25,68.5,63,65.2727272727273,64,65.5,66,64.75,62.1428571428571,0,2
"15791",15791,19686,"2016/2017","2017-01-21 00:00:00","E0","England","Premier League","Bournemouth","Watford",2,2,"D",15,10,5,3,75.4545454545455,76,75,77.25,73.75,72.4285714285714,78,78,78,79,77,76.7142857142857,0,4
"15181",15181,18973,"2016/2017","2017-02-14 00:00:00","E3","England","League 2","Newport County","Grimsby",0,0,"D",9,8,2,2,62,61,60.5,62.5,62.5,59.7142857142857,62.1818181818182,58,61,62,64,59.5714285714286,0,0
"6243",6243,8208,"2018/2019","2018-08-11 00:00:00","F1","France","Le Championnat","Lille","Rennes",3,1,"H",15,8,6,2,73.9090909090909,75,72.5,75.25,73,69.7142857142857,76.5454545454545,76,77.5,77.5,75.25,73,2,4
"18333",18333,22769,"2016/2017","2016-09-21 00:00:00","SP2","Spain","La Liga Segunda Division","Huesca","Elche",0,3,"A",NA,NA,NA,NA,70.3636363636364,70,70,71.75,69.25,68.8571428571429,70.5454545454545,70,70,71.75,69.75,68.4285714285714,-3,3
"12497",12497,15731,"2017/2018","2017-08-19 00:00:00","F2","France","Division 2","Lens","Brest",2,4,"A",11,12,7,8,70.6363636363636,73,72,70.75,69.25,67.2857142857143,68.9090909090909,66,68,69.25,69.75,66.5714285714286,-2,6
"8778",8778,11247,"2017/2018","2018-02-04 00:00:00","I1","Italy","Serie A","Atalanta","Chievo",1,0,"H",24,4,4,0,77.0909090909091,78,80,76,76.5,72.2857142857143,77,79,75.5,78,76.25,72.7142857142857,1,1
"11597",11597,14649,"2017/2018","2017-09-29 00:00:00","F2","France","Division 2","Paris FC","Nimes",2,1,"H",4,11,4,5,65.6363636363636,66,66,66.75,64.25,63.4285714285714,69.3636363636364,66,70.5,68.75,70.25,63.5714285714286,1,3
"5525",5525,7300,"2018/2019","2018-09-15 00:00:00","D2","Germany","Bundesliga 2","Hamburg","Heidenheim",3,2,"H",20,12,7,5,74,72,72,74.25,75.25,69.8571428571429,69.8181818181818,71,68.5,70.75,69.25,67.1428571428571,1,5
"13735",13735,17185,"2016/2017","2017-04-15 00:00:00","SC0","Scotland","Premier League","St Johnstone","Aberdeen",1,2,"A",7,7,3,2,66.7272727272727,67,65.5,67.25,66.75,62.8571428571429,68.6363636363636,69,66,71,67.5,64.2857142857143,-1,3
"17667",17667,21982,"2016/2017","2016-10-22 00:00:00","I2","Italy","Serie B","Benevento","Perugia",0,0,"D",NA,NA,NA,NA,69.3636363636364,72,68,71,67.75,66.2857142857143,68.8181818181818,70,66.5,70,68.5,64.8571428571429,0,0
"12913",12913,16254,"2016/2017","2017-05-21 00:00:00","I1","Italy","Serie A","Empoli","Atalanta",0,1,"A",8,13,3,5,73.9090909090909,76,74.5,73.75,73.25,71.2857142857143,76,78,79.5,74.5,75.25,73.4285714285714,-1,1
"3558",3558,4943,"2018/2019","2018-12-15 00:00:00","E1","England","Championship","Swansea","Sheffield Weds",2,1,"H",12,11,4,2,72.9090909090909,72,75,73.25,71.75,70.5714285714286,71.6363636363636,73,73.5,72.25,69.75,69.5714285714286,1,3
"6659",6659,8672,"2017/2018","2018-05-05 00:00:00","E3","England","League 2","Wycombe","Stevenage",1,0,"H",12,3,2,1,64.3636363636364,66,65,63.5,64.5,61.1428571428571,61.5454545454545,58,61.5,61.5,62.5,58,1,1
"2363",2363,3506,"2018/2019","2019-02-09 00:00:00","I2","Italy","Serie B","Cittadella","Spezia",0,1,"A",8,18,0,7,67.8181818181818,66,67.5,69,67.25,66,68.8181818181818,72,69,68,68.75,65.7142857142857,-1,1
"2068",2068,3155,"2018/2019","2019-02-22 00:00:00","F2","France","Division 2","Ajaccio","Auxerre",2,1,"H",11,9,5,3,69.9090909090909,70,71,70.5,68.75,65.2857142857143,70.0909090909091,70,70.5,71.75,68.25,67.1428571428571,1,3
"5699",5699,7532,"2018/2019","2018-09-02 00:00:00","F1","France","Le Championnat","Monaco","Marseille",2,3,"A",8,15,4,5,79.7272727272727,83,81.5,78.75,79,75.2857142857143,81.3636363636364,83,80.5,82.75,80,75.7142857142857,-1,5
"16031",16031,19987,"2016/2017","2017-01-07 00:00:00","P1","Portugal","Liga I","Estoril","Maritimo",0,1,"A",NA,NA,NA,NA,70.4545454545455,71,71.5,69.75,70.5,68.2857142857143,73.2727272727273,76,70.5,73.25,74,69,-1,1
"18986",18986,23557,"2016/2017","2016-08-20 00:00:00","E2","England","League 1","Scunthorpe","Gillingham",5,0,"H",17,11,10,3,65.5454545454545,64,66,65.75,65.5,63.5714285714286,64.2727272727273,62,63.5,65.25,64.25,60.7142857142857,5,5
"8360",8360,10747,"2017/2018","2018-02-23 00:00:00","I2","Italy","Serie B","Parma","Venezia",1,1,"D",18,12,5,4,70.7272727272727,65,71,72.5,70.25,67.1428571428571,68.4545454545455,67,69.5,68.25,68.5,64.8571428571429,0,2
"3874",3874,5314,"2018/2019","2018-12-01 00:00:00","B1","Belgium","Jupiler League","Waregem","Oostende",1,1,"D",7,8,2,4,70.4545454545455,71,72,72,68,67.8571428571429,71.2727272727273,70,72,71,71.5,68.7142857142857,0,2
"18431",18431,22872,"2016/2017","2016-09-18 00:00:00","SP2","Spain","La Liga Segunda Division","Mallorca","Girona",1,0,"H",NA,NA,NA,NA,69.7272727272727,67,69,70.75,69.75,67.7142857142857,72.0909090909091,71,70.5,72,73.25,69.5714285714286,1,1
"12627",12627,15903,"2017/2018","2017-08-13 00:00:00","F1","France","Le Championnat","Guingamp","Paris SG",0,3,"A",4,21,0,8,75.1818181818182,75,75.5,75.5,74.75,71.5714285714286,84.5454545454545,82,89.5,83.25,84,81.8571428571429,-3,3
"5700",5700,7533,"2018/2019","2018-09-02 00:00:00","I2","Italy","Serie B","Lecce","Salernitana",2,2,"D",10,9,4,2,68.7272727272727,67,69,67,70.75,66.8571428571429,70.2727272727273,70,71,70.75,69.5,67.7142857142857,0,4
"2281",2281,3411,"2018/2019","2019-02-10 00:00:00","D1","Germany","Bundesliga 1","Fortuna Dusseldorf","Stuttgart",3,0,"H",15,15,6,2,73.2727272727273,73,73,73.5,73.25,71.5714285714286,78.2727272727273,79,80,78,77.5,73.5714285714286,3,3
"11466",11466,14489,"2017/2018","2017-10-01 00:00:00","F1","France","Le Championnat","Nice","Marseille",2,4,"A",19,17,10,9,78.8181818181818,79,77,81,77.5,76,80.3636363636364,82,80.5,80.75,79.5,74.7142857142857,-2,6
"2298",2298,3428,"2018/2019","2019-02-10 00:00:00","N1","Netherlands","Eredivisie","For Sittard","Excelsior",4,1,"H",12,18,6,7,68.0909090909091,67,70,69.25,66.25,66.8571428571429,67.8181818181818,66,67,69,67.5,65.5714285714286,3,5
"15071",15071,18843,"2016/2017","2017-02-18 00:00:00","I2","Italy","Serie B","Salernitana","Cesena",1,1,"D",NA,NA,NA,NA,69.7272727272727,72,72,67.75,70,66.7142857142857,70.5454545454545,70,71,70.75,70.25,67.1428571428571,0,2
"7065",7065,9159,"2017/2018","2018-04-20 00:00:00","D2","Germany","Bundesliga 2","Braunschweig","Bielefeld",0,0,"D",10,18,5,3,70.7272727272727,70,71,70.25,71.25,67.7142857142857,69.5454545454545,68,70.5,69,70,66.5714285714286,0,0
"18279",18279,22715,"2016/2017","2016-09-24 00:00:00","B1","Belgium","Jupiler League","Charleroi","Oostende",2,1,"H",NA,NA,NA,NA,71.5454545454545,74,71.5,71.25,71.25,69,72,77,71,72.5,70.75,70.7142857142857,1,3
